"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.user_id","Input.user_screen_name","Input.text","Answer.sentiment.label","Approve","Reject"
"33Q5P9PUSPAL6ZEU0Y5MWUN659JZCQ","3NQ8A4S0YDOJEP7MG5L7OBL0IWF60W","anti-vaccine analysis","please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.","sentiment, text, vaccine","$1.00","Wed Apr 03 16:39:17 PDT 2019","30","BatchId:230173;OriginalHitTemplateId:921587277;","3600","259200","Wed Apr 10 16:39:17 PDT 2019","","","378XPAWRUD1E5EPG6IQAEOQ8G8VAI3","A2MXU4AJ94ZYPU","Submitted","Wed Apr 03 16:54:28 PDT 2019","Wed Apr 03 16:54:51 PDT 2019","Sat Apr 06 16:54:51 PDT 2019","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","7.73189E+17","nimblebastard","Most anti vaccine moms are vaccinated","Pro-vaccine"
"33Q5P9PUSPAL6ZEU0Y5MWUN659JZCQ","3NQ8A4S0YDOJEP7MG5L7OBL0IWF60W","anti-vaccine analysis","please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.","sentiment, text, vaccine","$1.00","Wed Apr 03 16:39:17 PDT 2019","30","BatchId:230173;OriginalHitTemplateId:921587277;","3600","259200","Wed Apr 10 16:39:17 PDT 2019","","","3I7DHKZYGOOXPHB9AET83GXU822F5B","A3ES1SX3DE4UIU","Submitted","Wed Apr 03 16:50:57 PDT 2019","Wed Apr 03 16:51:03 PDT 2019","Sat Apr 06 16:51:03 PDT 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","7.73189E+17","nimblebastard","Most anti vaccine moms are vaccinated","Neither"
"33Q5P9PUSPAL6ZEU0Y5MWUN659JZCQ","3NQ8A4S0YDOJEP7MG5L7OBL0IWF60W","anti-vaccine analysis","please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.","sentiment, text, vaccine","$1.00","Wed Apr 03 16:39:17 PDT 2019","30","BatchId:230173;OriginalHitTemplateId:921587277;","3600","259200","Wed Apr 10 16:39:17 PDT 2019","","","3RGU30DZTBWB2QIBL31FZG08N49MJB","A2569U91A7IYZ8","Submitted","Wed Apr 03 16:58:21 PDT 2019","Wed Apr 03 16:58:29 PDT 2019","Sat Apr 06 16:58:29 PDT 2019","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","7.73189E+17","nimblebastard","Most anti vaccine moms are vaccinated","Pro-vaccine"
"33Q5P9PUSPAL6ZEU0Y5MWUN659JZCQ","3NQ8A4S0YDOJEP7MG5L7OBL0IWF60W","anti-vaccine analysis","please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.","sentiment, text, vaccine","$1.00","Wed Apr 03 16:39:17 PDT 2019","30","BatchId:230173;OriginalHitTemplateId:921587277;","3600","259200","Wed Apr 10 16:39:17 PDT 2019","","","3U5NZHP4LSQLWNKYPJQM47EOFHGPH5","A2XB53KEGQA0DB","Submitted","Wed Apr 03 16:58:54 PDT 2019","Wed Apr 03 16:59:03 PDT 2019","Sat Apr 06 16:59:03 PDT 2019","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","7.73189E+17","nimblebastard","Most anti vaccine moms are vaccinated","Neither"
"33Q5P9PUSPAL6ZEU0Y5MWUN659JZCQ","3NQ8A4S0YDOJEP7MG5L7OBL0IWF60W","anti-vaccine analysis","please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.","sentiment, text, vaccine","$1.00","Wed Apr 03 16:39:17 PDT 2019","30","BatchId:230173;OriginalHitTemplateId:921587277;","3600","259200","Wed Apr 10 16:39:17 PDT 2019","","","3YJ6NA41JC4HNTFODJT7GKU3S9KJP4","A2LO0UR3EOYXJ7","Submitted","Wed Apr 03 16:56:41 PDT 2019","Wed Apr 03 16:56:46 PDT 2019","Sat Apr 06 16:56:46 PDT 2019","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","7.73189E+17","nimblebastard","Most anti vaccine moms are vaccinated","Pro-vaccine"
"3QGHA0EA0JOY2ZHJBBPKM6N66MFWBQ","3NQ8A4S0YDOJEP7MG5L7OBL0IWF60W","anti-vaccine analysis","please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.","sentiment, text, vaccine","$1.00","Wed Apr 03 16:39:17 PDT 2019","30","BatchId:230173;OriginalHitTemplateId:921587277;","3600","259200","Wed Apr 10 16:39:17 PDT 2019","","","382M9COHEI3M4I1SG4HATA4AVIGUEQ","A2MXU4AJ94ZYPU","Submitted","Wed Apr 03 16:56:43 PDT 2019","Wed Apr 03 16:56:50 PDT 2019","Sat Apr 06 16:56:50 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","188338427","Seb_Aguanno","Anti-vaxxers appear to be losing ground in the online vaccine debate https://t.co/bJTJBMPDyC https://t.co/7M2orQorGl","Pro-vaccine"
"3QGHA0EA0JOY2ZHJBBPKM6N66MFWBQ","3NQ8A4S0YDOJEP7MG5L7OBL0IWF60W","anti-vaccine analysis","please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.","sentiment, text, vaccine","$1.00","Wed Apr 03 16:39:17 PDT 2019","30","BatchId:230173;OriginalHitTemplateId:921587277;","3600","259200","Wed Apr 10 16:39:17 PDT 2019","","","3A1PQ49WVI5IFV1W4HFW3BWQC1AH1T","A2XB53KEGQA0DB","Submitted","Wed Apr 03 16:46:40 PDT 2019","Wed Apr 03 16:46:57 PDT 2019","Sat Apr 06 16:46:57 PDT 2019","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","188338427","Seb_Aguanno","Anti-vaxxers appear to be losing ground in the online vaccine debate https://t.co/bJTJBMPDyC https://t.co/7M2orQorGl","Neither"
"3QGHA0EA0JOY2ZHJBBPKM6N66MFWBQ","3NQ8A4S0YDOJEP7MG5L7OBL0IWF60W","anti-vaccine analysis","please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.","sentiment, text, vaccine","$1.00","Wed Apr 03 16:39:17 PDT 2019","30","BatchId:230173;OriginalHitTemplateId:921587277;","3600","259200","Wed Apr 10 16:39:17 PDT 2019","","","3IX2EGZR7C72Z6V3QBXWLFUITR8JRW","A2LO0UR3EOYXJ7","Submitted","Wed Apr 03 16:57:04 PDT 2019","Wed Apr 03 16:58:10 PDT 2019","Sat Apr 06 16:58:10 PDT 2019","","","","66","0% (0/0)","0% (0/0)","0% (0/0)","188338427","Seb_Aguanno","Anti-vaxxers appear to be losing ground in the online vaccine debate https://t.co/bJTJBMPDyC https://t.co/7M2orQorGl","Pro-vaccine"
"3QGHA0EA0JOY2ZHJBBPKM6N66MFWBQ","3NQ8A4S0YDOJEP7MG5L7OBL0IWF60W","anti-vaccine analysis","please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.","sentiment, text, vaccine","$1.00","Wed Apr 03 16:39:17 PDT 2019","30","BatchId:230173;OriginalHitTemplateId:921587277;","3600","259200","Wed Apr 10 16:39:17 PDT 2019","","","3TXD01ZLD554CG4ZRY5XKOSJITM4UU","A3ES1SX3DE4UIU","Submitted","Wed Apr 03 16:52:50 PDT 2019","Wed Apr 03 16:53:23 PDT 2019","Sat Apr 06 16:53:23 PDT 2019","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","188338427","Seb_Aguanno","Anti-vaxxers appear to be losing ground in the online vaccine debate https://t.co/bJTJBMPDyC https://t.co/7M2orQorGl","Neither"
"3SBNLSTU6UTVBRK80U0XG05OQ9VZDQ","3NQ8A4S0YDOJEP7MG5L7OBL0IWF60W","anti-vaccine analysis","please indicate whether the displayed tweet is anti-vaccine or pro-vaccine or neither.","sentiment, text, vaccine","$1.00","Wed Apr 03 16:39:17 PDT 2019","30","BatchId:230173;OriginalHitTemplateId:921587277;","3600","259200","Wed Apr 10 16:39:17 PDT 2019","","","3CCZ6YKWR87OO7KW7STGTKBJ547599","A2LO0UR3EOYXJ7","Submitted","Wed Apr 03 16:54:41 PDT 2019","Wed Apr 03 16:54:44 PDT 2019","Sat Apr 06 16:54:44 PDT 2019","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","7.19865E+17","concerned88","Censorship? NOPE.
""American Booksellers for Free Expression Criticizes #Congressman for Challenging @Amazon on 'Ant… https://t.co/KftZj58V07","Pro-vaccine"
